Year,Rank,"Pos
Rank",,Player,,,,,,,,
2022,37,14,4.1,"Ingram, Keaontay (ARI, RB, Age: 22) (R37)",208.33,192,192,"165, 169, 217, 217 (4)","Feb: 235.00, May: 180.17, Jun: 183.17, Jul: 212.00, Aug: 208.33, Sep: 231.17 ( 23 )",,,
2022,38,4,4.2,"Bellinger, Daniel (NYG, TE, Age: 21) (R38)",208.67,202.2,195.67,"189, 190, 191, 206, 235 (5)","May: 233.50, Jun: 230.67, Aug: 208.67 ( 32 )",,,
2022,39,19,4.3,"Jones, Velus (CHI, WR, Age: 25) (R39)",212.67,212.67,212.5,"194, 198, 199, 221, 232, 232 (6)","Mar: 240.67, May: 181.33, Jun: 203.33, Jul: 232.50, Aug: 212.67, Sep: 234.67 ( 22 )",,,
2022,40,15,4.4,"Williams, Kyren (LAR, RB, Age: 22) (R40)",215.83,210.8,210.33,"186, 200, 213, 218, 237 (5)","Feb: 103.50, Mar: 182.67, Apr: 177.50, May: 216.50, Jun: 204.00, Jul: 240.83, Aug: 215.83, Sep: 230.67 ( 15 )",,,
2022,41,16,4.5,"Ford, Jerome (CLE, RB, Age: 22) (R41)",215.83,203.25,203.25,"187, 192, 211, 223 (4)","Feb: 184.67, Mar: 186.50, Apr: 176.83, May: 213.67, Jun: 212.83, Jul: 240.33, Aug: 215.83, Sep: 222.67",,,
2022,42,3,4.6,"Ridder, Desmond (ATL, QB, Age: 23) (R42)",220.33,199.67,199.67,"176, 200, 223 (3)","Feb: 236.83, Mar: 223.17, Apr: 203.33, May: 232.00, Jun: 224.17, Aug: 220.33, Sep: 234.33 ( 14 )",,,
2022,43,20,4.7,"Austin III, Calvin (PIT, WR, Age: 23) (R43)",220.67,216.6,218.67,"196, 208, 221, 227, 231 (5)","Feb: 232.50, Mar: 189.83, Apr: 207.17, May: 207.50, Jun: 202.00, Jul: 236.00, Aug: 220.67 ( 20 )",,,
2022,44,17,4.8,"Warren, Jaylen (PIT, RB, Age: 23) (R44)",222.5,218.8,222,"188, 219, 222, 225, 240 (5)","Aug: 222.50, Sep: 230.17",,,
2022,45,5,4.9,"Woods, Jelani (IND, TE, Age: 23) (R45)",225.33,222.2,233.33,"174, 232, 233, 235, 237 (5)","Apr: 236.17, May: 181.83, Jun: 205.33, Jul: 221.00, Aug: 225.33, Sep: 235.50",,,
2022,46,21,4.1,"Philips, Kyle (TEN, WR, Age: 23) (R46)",226.67,219.5,219.5,"213, 215, 224, 226 (4)","May: 239.00, Jun: 229.83, Aug: 226.67 ( 14 )",,,
2022,47,4,4.11,"Howell, Sam (WAS, QB, Age: 21) (R47)",227.33,200,200,"198, 202 (2)","Feb: 228.17, Mar: 233.50, Apr: 234.50, Jun: 239.17, Aug: 227.33 ( 14 )",,,
2022,48,22,4.12,"Ross, Justyn (KCC, WR, Age: 22) (R48)",228.33,215.67,215.67,"187, 221, 239 (3)","Feb: 178.50, Mar: 195.00, Apr: 186.33, May: 186.67, Jun: 184.83, Jul: 215.83, Aug: 228.33 ( 13 )",,,
2022,49,18,5.1,"Badie, Tyler (BAL, RB, Age: 22) (R49)",228.83,222.75,222.75,"214, 215, 224, 238 (4)","Feb: 220.33, Mar: 203.00, Apr: 189.83, May: 229.83, Jun: 224.50, Jul: 237.50, Aug: 228.83 ( 12 )",,,
2022,50,19,5.2,"Conner, Snoop (JAC, RB, Age: 22) (R50)",231.17,221.33,221.33,"212, 217, 235 (3)","May: 234.00, Jun: 223.00, Aug: 231.17",,,
2022,51,6,5.3,"Otton, Cade (TBB, TE, Age: 23) (R51)",233.5,226,226,"216, 223, 239 (3)","Jun: 232.00, Jul: 238.00, Aug: 233.50, Sep: 226.67",,,
2022,52,20,5.4,"Chandler, Ty (MIN, RB, Age: 24) (R52)",234.83,222.5,222.5,"221, 224 (2)","Mar: 223.33, Apr: 229.83, May: 240.50, Jun: 234.33, Aug: 234.83, Sep: 228.67",,,
2022,53,21,5.5,"Ebner, Trestan (CHI, RB, Age: 23) (R53)",236.17,231.33,231.33,"230, 230, 234 (3)",Aug: 236.17,,,
2022,54,5,5.6,"Corral, Matt (CAR, QB, Age: 23) (R54)",237.83,222,222,222 (1),"Feb: 207.33, Mar: 196.33, Apr: 208.83, May: 238.50, Jun: 240.83, Aug: 237.83",,,
2022,55,7,5.7,"Okonkwo, Chigoziem (TEN, TE, Age: 22) (R55)",239.17,230,230,230 (1),Aug: 239.17,,,
2022,56,22,5.8,"Smith, Abram (NOS, RB) (R56)",239.67,233,233,233 (1),"Feb: 239.33, Jun: 240.67, Aug: 239.67",,,
2022,57,6,5.9,"Coan, Jack (IND, QB, Age: 23) (R57)",239.83,234,234,234 (1),"Jun: 233.50, Jul: 235.50, Aug: 239.83",,,
2022,58,23,5.1,"Durant, Mataeo (PIT, RB, Age: 22) (R58)",240.83,240,240,240 (1),Aug: 240.83,,,
2023,1,1,1.1,"Robinson, Bijan (ATL, RB, Age: 21) (R1)",3.83,3.83,3.25,"3, 3, 3, 3, 4, 7 (6)","Feb: 5.50, Mar: 5.17, Apr: 4.50, May: 4.17, Jun: 4.33, Jul: 4.00, Aug: 3.83, Sep: 4.00, Oct: 3.75, Nov: 5.25",,,
2023,2,2,1.2,"Gibbs, Jahmyr (DET, RB, Age: 21) (R2)",14.83,14.83,15,"11, 13, 14, 16, 17, 18 (6)","Feb: 38.33, Mar: 38.83, Apr: 31.50, May: 15.67, Jun: 19.00, Jul: 15.33, Aug: 14.83, Sep: 12.67, Oct: 19.00, Nov: 14.00",,,
2023,3,1,1.3,"Smith-Njigba, Jaxon (SEA, WR) (R3)",28.83,28.83,29.5,"16, 24, 28, 33, 33, 39 (6)","Feb: 32.50, Mar: 29.67, Apr: 28.33, May: 25.67, Jun: 28.00, Jul: 24.33, Aug: 28.83, Sep: 16.67, Oct: 29.75, Nov: 34.25",,,
2023,4,2,1.4,"Addison, Jordan (MIN, WR) (R4)",41.5,41.5,38.25,"35, 36, 37, 39, 41, 61 (6)","Feb: 47.67, Mar: 45.83, Apr: 50.83, May: 46.50, Jun: 48.83, Jul: 44.17, Aug: 41.50, Sep: 43.33, Oct: 19.75, Nov: 18.25",,,
2023,5,3,1.5,"Johnston, Quentin (LAC, WR) (R5)",56.83,56.83,57.5,"40, 48, 56, 57, 69, 71 (6)","Feb: 48.67, Mar: 52.00, Apr: 52.17, May: 55.00, Jun: 63.17, Jul: 48.50, Aug: 56.83, Sep: 65.67, Oct: 84.00, Nov: 80.25",,,
2023,6,4,1.6,"Flowers, Zay (BAL, WR) (R6)",59.83,59.83,62.5,"37, 45, 68, 68, 69, 72 (6)","Feb: 102.33, Mar: 78.83, Apr: 69.67, May: 59.67, Jun: 69.17, Jul: 62.67, Aug: 59.83, Sep: 52.00, Oct: 33.50, Nov: 37.25",,,
2023,7,3,1.7,"Charbonnet, Zach (SEA, RB) (R7)",74.67,74.67,76.5,"61, 73, 76, 78, 79, 81 (6)","Feb: 82.83, Mar: 68.33, Apr: 58.00, May: 80.00, Jun: 82.83, Jul: 73.17, Aug: 74.67, Sep: 66.33, Oct: 69.75, Nov: 71.50",,,
2023,8,1,1.8,"Kincaid, Dalton (BUF, TE) (R8)",78.83,78.83,83.5,"46, 78, 81, 87, 88, 93 (6)","Feb: 153.33, Mar: 130.33, Apr: 109.83, May: 83.33, Jun: 95.17, Jul: 76.83, Aug: 78.83, Sep: 85.67, Oct: 76.50, Nov: 57.00 ( 19 )",,,
2023,9,4,1.9,"Achane, Devon (MIA, RB) (R9)",82.67,82.67,84,"60, 65, 83, 92, 96, 100 (6)","Feb: 110.17, Mar: 114.33, Apr: 97.17, May: 83.17, Jun: 93.00, Jul: 80.17, Aug: 82.67, Sep: 104.00, Oct: 35.75, Nov: 24.25",,,
2023,10,1,1.1,"Richardson, Anthony (IND, QB, Age: 21) (R10)",83.33,83.33,82.5,"72, 76, 83, 84, 87, 98 (6)","Feb: 151.17, Mar: 110.83, Apr: 111.00, May: 80.33, Jun: 76.83, Jul: 79.83, Aug: 83.33, Sep: 86.83, Oct: 71.75, Nov: 62.50",,,
2023,11,5,1.11,"Miller, Kendre (NOS, RB) (R11)",98.33,98.33,100,"85, 95, 96, 104, 105, 105 (6)","Feb: 122.50, Mar: 123.17, Apr: 124.00, May: 91.00, Jun: 96.00, Jul: 86.50, Aug: 98.33, Sep: 108.00, Oct: 102.75, Nov: 103.50",,,
2023,12,2,1.12,"LaPorta, Sam (DET, TE) (R12)",100.5,100.5,101,"85, 91, 104, 104, 105, 114 (6)","Feb: 237.17, Mar: 205.50, Apr: 169.83, May: 107.83, Jun: 101.17, Jul: 117.83, Aug: 100.50, Sep: 111.33, Oct: 48.25, Nov: 30.75 ( 17 )",,,
2023,13,6,2.1,"Bigsby, Tank (JAC, RB) (R13)",108,108,109.75,"85, 99, 112, 113, 115, 124 (6)","Feb: 123.67, Mar: 138.83, Apr: 125.00, May: 125.50, Jun: 129.00, Jul: 111.33, Aug: 108.00, Sep: 104.33, Oct: 109.50, Nov: 134.75 ( 25 )",,,
2023,14,7,2.2,"Johnson, Roschon (CHI, RB) (R14)",116.67,116.67,115.25,"108, 109, 110, 118, 124, 131 (6)","Feb: 141.83, Mar: 131.17, Apr: 126.17, May: 106.67, Jun: 108.33, Jul: 112.67, Aug: 116.67, Sep: 126.83, Oct: 93.50, Nov: 105.00",,,
2023,15,5,2.3,"Mingo, Jonathan (CAR, WR) (R15)",116.83,116.83,116,"101, 102, 116, 119, 127, 136 (6)","Mar: 234.33, Apr: 153.33, May: 92.33, Jun: 108.67, Jul: 110.17, Aug: 116.83, Sep: 116.50, Oct: 124.50, Nov: 122.75",,,
2023,16,6,2.4,"Rice, Rashee (KCC, WR) (R16)",121.17,121.17,121.25,"100, 112, 114, 125, 134, 142 (6)","Feb: 149.17, Mar: 138.00, Apr: 140.33, May: 96.33, Jun: 119.67, Jul: 122.67, Aug: 121.17, Sep: 120.17, Oct: 100.50, Nov: 59.75 ( 41 )",,,
2023,17,2,2.5,"Young, Bryce (CAR, QB, Age: 22) (R17)",123.17,123.17,127.25,"87, 123, 123, 130, 133, 143 (6)","Feb: 139.67, Mar: 125.50, Apr: 121.33, May: 113.33, Jun: 102.33, Jul: 115.00, Aug: 123.17, Sep: 130.67, Oct: 141.00, Nov: 127.75 ( 13 )",,,
2023,18,8,2.6,"Spears, Tyjae (TEN, RB) (R18)",126.67,126.67,127.25,"110, 119, 129, 130, 131, 141 (6)","Feb: 135.00, Mar: 113.17, Apr: 100.33, May: 107.00, Jun: 127.33, Jul: 116.33, Aug: 126.67, Sep: 107.33, Oct: 90.25, Nov: 71.25 ( 19 )",,,
2023,19,3,2.7,"Mayer, Michael (LVR, TE) (R19)",127,127,127.75,"112, 121, 123, 132, 135, 139 (6)","Feb: 120.17, Mar: 134.00, Apr: 126.50, May: 108.83, Jun: 117.67, Jul: 127.00, Aug: 127.00, Sep: 132.50, Oct: 162.25, Nov: 108.75 ( 53 )",,,
2023,20,7,2.8,"Mims, Marvin (DEN, WR) (R20)",127.67,127.67,126.25,"120, 120, 126, 128, 131, 141 (6)","Feb: 152.17, Mar: 136.00, Apr: 118.50, May: 105.17, Jun: 110.17, Jul: 108.67, Aug: 127.67, Sep: 109.33, Oct: 63.75, Nov: 110.00 ( 46 )",,,
2023,21,8,2.9,"Reed, Jayden (GBP, WR) (R21)",129.67,129.67,130.5,"112, 121, 123, 136, 142, 144 (6)","Feb: 217.83, Mar: 229.33, Apr: 215.00, May: 103.83, Jun: 119.00, Jul: 117.00, Aug: 129.67, Sep: 116.67, Oct: 86.50, Nov: 92.50",,,
2023,22,9,2.1,"Downs, Josh (IND, WR) (R22)",131.83,131.83,133,"113, 129, 131, 136, 136, 146 (6)","Feb: 102.50, Mar: 87.00, Apr: 87.17, May: 108.33, Jun: 127.00, Jul: 133.00, Aug: 131.83, Sep: 130.50, Oct: 113.00, Nov: 53.25 ( 60 )",,,
2023,23,3,2.11,"Stroud, C.J. (HOU, QB, Age: 22) (R23)",135.5,135.5,135.5,"126, 127, 133, 137, 145, 145 (6)","Feb: 135.83, Mar: 117.33, Apr: 111.83, May: 127.17, Jun: 119.00, Jul: 124.67, Aug: 135.50, Sep: 141.83, Oct: 86.50, Nov: 75.00",,,
2023,24,10,2.12,"Hyatt, Jalin (NYG, WR) (R24)",140.17,140.17,138.75,"121, 127, 130, 144, 154, 165 (6)","Feb: 103.83, Mar: 99.00, Apr: 96.67, May: 127.33, Jun: 148.67, Jul: 156.67, Aug: 140.17, Sep: 143.33, Oct: 147.25, Nov: 146.25",,,
2023,25,11,3.1,"Tillman, Cedric (CLE, WR) (R25)",144.83,144.83,140.75,"121, 126, 128, 148, 161, 185 (6)","Feb: 170.67, Mar: 189.33, Apr: 108.67, May: 131.17, Jun: 167.00, Jul: 150.83, Aug: 144.83, Sep: 133.83, Oct: 180.50, Nov: 165.50 ( 15 )",,,
2023,26,4,3.2,"Musgrave, Luke (GBP, TE) (R26)",145.33,145.33,148,"111, 140, 145, 151, 156, 169 (6)","Feb: 204.00, Mar: 167.33, Apr: 185.00, May: 151.17, Jun: 133.67, Jul: 153.33, Aug: 145.33, Sep: 131.83, Oct: 102.50, Nov: 101.00",,,
2023,27,12,3.3,"Wilson, Michael (ARI, WR) (R27)",162.83,162.83,160,"148, 153, 154, 164, 169, 189 (6)","Feb: 237.67, Mar: 236.00, Apr: 240.00, May: 183.83, Jun: 171.67, Jul: 181.83, Aug: 162.83, Sep: 146.00, Oct: 101.50, Nov: 106.25",,,
2023,28,9,3.4,"Brown, Chase (CIN, RB) (R28)",167.5,167.5,167.25,"145, 152, 153, 178, 186, 191 (6)","Feb: 200.00, Mar: 165.50, Apr: 169.67, May: 144.67, Jun: 152.50, Jul: 164.17, Aug: 167.50, Sep: 187.83, Oct: 199.50, Nov: 210.75",,,
2023,29,10,3.5,"Abanikanda, Israel (NYJ, RB) (R29)",171.17,171.17,170.25,"146, 152, 158, 179, 192, 200 (6)","Feb: 155.00, Mar: 149.83, Apr: 124.50, May: 144.33, Jun: 159.83, Jul: 148.50, Aug: 171.17, Sep: 187.00, Oct: 205.25, Nov: 205.00",,,
2023,30,13,3.6,"Dell, Nathaniel (HOU, WR) (R30)",177.5,177.5,169.75,"150, 159, 168, 172, 180, 236 (6)","Feb: 224.00, Mar: 205.17, Apr: 209.00, May: 133.50, Jun: 164.00, Jul: 177.00, Aug: 177.50, Sep: 135.17, Oct: 71.25, Nov: 80.50",,,
2023,31,11,3.7,"Evans, Zach (LAR, RB) (R31)",177.5,177.5,179.25,"142, 159, 170, 182, 206, 206 (6)","Feb: 91.17, Mar: 137.83, Apr: 145.00, May: 159.00, Jun: 185.50, Jul: 205.33, Aug: 177.50, Sep: 205.33, Oct: 187.50, Nov: 235.00 ( 48 )",,,
2023,32,12,3.8,"McBride, DeWayne (MIN, RB) (R32)",184.67,184.67,183.25,"168, 168, 182, 183, 200, 207 (6)","Feb: 202.67, Mar: 180.67, Apr: 171.00, May: 203.00, Jun: 203.83, Jul: 198.83, Aug: 184.67, Sep: 236.83",,,
2023,33,14,3.9,"Nacua, Puka (LAR, WR) (R33)",185.17,185.17,187.25,"151, 181, 185, 187, 196, 211 (6)","Feb: 224.83, Apr: 226.33, May: 223.00, Jun: 174.00, Jul: 176.00, Aug: 185.17, Sep: 169.33, Oct: 28.00, Nov: 23.00",,,
2023,34,5,3.1,"Schoonmaker, Luke (DAL, TE) (R34)",187.5,187.5,187,"160, 178, 187, 190, 193, 217 (6)","Apr: 227.50, May: 173.83, Jun: 153.17, Jul: 194.67, Aug: 187.50, Sep: 180.67, Oct: 220.25, Nov: 235.50 ( 15 )",,,
2023,35,13,3.11,"Hull, Evan (IND, RB) (R35)",195.5,195.5,194.75,"175, 184, 188, 196, 211, 219 (6)","Feb: 216.83, Mar: 196.33, Apr: 185.33, May: 208.00, Jun: 220.50, Jul: 219.00, Aug: 195.50, Sep: 188.33, Oct: 211.25 ( 30 )",,,
2023,36,14,3.12,"Tucker, Sean (TBB, RB) (R36)",200.17,200.17,203,"166, 170, 205, 217, 220, 223 (6)","Feb: 113.67, Mar: 130.33, Apr: 141.00, May: 194.50, Jun: 216.50, Jul: 191.83, Aug: 200.17, Sep: 159.83, Oct: 152.25, Nov: 190.75 ( 39 )",,,
2023,37,15,4.1,"Boutte, Kayshon (NEP, WR) (R37)",205,187,187,"163, 178, 193, 214 (4)","Feb: 94.67, Mar: 129.17, Apr: 161.00, May: 160.00, Jun: 210.17, Jul: 234.17, Aug: 205.00, Sep: 182.67, Nov: 220.00 ( 21 )",,,
2023,38,6,4.2,"Washington, Darnell (PIT, TE) (R38)",205,205,205,"192, 201, 202, 207, 210, 218 (6)","Feb: 198.50, Mar: 167.50, Apr: 146.83, May: 205.33, Jun: 221.67, Jul: 221.83, Aug: 205.00, Sep: 177.83, Oct: 216.25, Nov: 230.50 ( 14 )",,,
2023,39,15,4.3,"Vaughn, Deuce (DAL, RB) (R39)",213.67,208.2,209,"193, 198, 213, 216, 221 (5)","Feb: 185.67, Mar: 200.33, Apr: 181.17, May: 210.00, Jun: 210.50, Jul: 221.50, Aug: 213.67, Sep: 189.67, Oct: 197.25, Nov: 213.50 ( 16 )",,,
2023,40,4,4.4,"Levis, Will (TEN, QB) (R40)",214.17,208.8,209.67,"183, 197, 204, 228, 232 (5)","Feb: 184.00, Mar: 182.17, Apr: 192.00, May: 196.00, Jun: 216.00, Jul: 212.50, Aug: 214.17, Sep: 221.33, Nov: 133.75 ( 107 )",,,
2023,41,16,4.5,"Rodriguez, Chris (WAS, RB) (R41)",219.83,209.25,209.25,"182, 215, 218, 222 (4)","Feb: 239.33, May: 223.83, Jun: 214.00, Jul: 234.17, Aug: 219.83, Sep: 205.83, Oct: 202.75, Nov: 192.25",,,
2023,42,17,4.6,"Gray, Eric (NYG, RB) (R42)",228.17,221.75,221.75,"207, 219, 227, 234 (4)","Feb: 207.67, Mar: 200.33, Apr: 195.50, May: 194.50, Jun: 204.83, Jul: 197.83, Aug: 228.17, Sep: 225.83, Oct: 227.25, Nov: 233.75",,,
2023,43,18,4.7,"McIntosh, Kenny (SEA, RB) (R43)",229,223,223,"205, 223, 226, 238 (4)","Feb: 156.67, Mar: 198.00, Apr: 218.67, May: 237.33, Jul: 238.17, Aug: 229.00, Sep: 237.00, Nov: 233.00",,,
2023,44,5,4.8,"Hooker, Hendon (DET, QB) (R44)",229.17,205.5,205.5,"201, 210 (2)","Mar: 237.50, Apr: 232.33, May: 222.67, Jul: 237.83, Aug: 229.17, Sep: 236.00, Nov: 236.25",,,
2023,45,16,4.9,"Douglas, Demario (NEP, WR) (R45)",233.17,217.5,217.5,"204, 231 (2)","Aug: 233.17, Sep: 222.50, Oct: 204.00, Nov: 126.25 ( 78 )",,,
2023,46,17,4.1,"Jones, Charlie (CIN, WR) (R46)",234,220,220,"210, 230 (2)","Apr: 238.83, May: 218.17, Jun: 236.17, Jul: 238.17, Aug: 234.00, Oct: 234.00, Nov: 240.25",,,
2023,47,18,4.11,"Hutchinson, Xavier (HOU, WR) (R47)",234.83,231.75,231.75,"226, 230, 235, 236 (4)","Feb: 210.67, Mar: 231.00, Apr: 167.00, May: 204.83, Jun: 232.00, Jul: 235.50, Aug: 234.83, Sep: 237.33",,,
2023,48,19,4.12,"Scott, Tyler (CHI, WR) (R48)",235.33,224,224,"216, 232 (2)","Feb: 231.83, Mar: 236.67, Apr: 191.00, May: 172.50, Jun: 226.33, Jul: 236.17, Aug: 235.33, Sep: 221.67, Nov: 217.25 ( 24 )",,,
2023,49,7,5.1,"Kraft, Tucker (GBP, TE) (R49)",236.33,231.67,231.67,"217, 238, 240 (3)","Feb: 231.83, Mar: 239.00, Apr: 230.83, May: 207.00, Jun: 214.33, Jul: 217.33, Aug: 236.33, Sep: 210.33, Oct: 226.25 ( 15 )",,,
2023,50,20,5.2,"Perry, A.T. (NOS, WR) (R50)",238.17,224,224,224 (1),"Feb: 228.33, Mar: 231.67, Apr: 209.83, May: 174.50, Jun: 226.17, Jul: 230.00, Aug: 238.17, Sep: 208.33, Nov: 238.00",,,
2023,51,19,5.3,"Ibrahim, Mohamed (DET, RB) (R51)",238.83,228,228,228 (1),"Feb: 205.83, Mar: 206.50, Apr: 222.83, Aug: 238.83",,,
2023,52,20,5.4,"Nichols, Lew (GBP, RB) (R52)",238.83,228,228,228 (1),"Jun: 235.50, Aug: 238.83",,,
